Time,timestamp,lat,lon,rhodamine,ph,temp,salinity,ph_ma
2025-07-08 21:27:00,2025-07-08 21:27:29,42.3068222570898,-69.6584854839386,1.05588224570973,NaN,10.4205056768964,33.5209958431882,NaN
2025-07-08 21:28:00,2025-07-08 21:28:29,42.3056462632975,-69.6592218550782,1.48571313697731,NaN,14.6283754953111,35.0318575403058,NaN
2025-07-08 21:29:00,2025-07-08 21:29:29,42.3037197237413,-69.6586899540258,1.86011115817448,NaN,19.2062698556874,36.6246980468543,NaN
2025-07-08 21:30:00,2025-07-08 21:30:29,42.3043935813981,-69.6583135246097,2.2538212580314,NaN,18.5040952905138,37.1563708957057,NaN
2025-07-08 21:31:00,2025-07-08 21:31:29,42.3043452029384,-69.6595425837129,2.30664624156046,NaN,13.4082896909906,36.134306014094,NaN
2025-07-08 21:32:00,2025-07-08 21:32:29,42.301905628022,-69.6609859944072,2.05919126170475,NaN,10.364249104961,34.475773032164,NaN
2025-07-08 21:33:00,2025-07-08 21:33:29,42.3024730163009,-69.6626906650977,1.59398223873926,NaN,13.1593034428659,33.2622980794704,NaN
2025-07-08 21:34:00,2025-07-08 21:34:29,42.3047267411136,-69.6655523445458,1.05954867443277,NaN,18.483256378951,33.6266975519129,NaN
2025-07-08 21:35:00,2025-07-08 21:35:29,42.3061705247735,-69.6659976988295,0.755016525924393,NaN,19.3305670727968,35.1561400721009,NaN
2025-07-08 21:36:00,2025-07-08 21:36:29,42.3072907083416,-69.6674818821739,0.723260752765342,NaN,14.7640595081077,36.574921618775,NaN
2025-07-08 21:37:00,2025-07-08 21:37:29,42.30713986676,-69.6699034060191,0.751453699891701,NaN,10.5962331198277,37.0036500665987,NaN
2025-07-08 21:38:00,2025-07-08 21:38:29,42.3055009293609,-69.6694582505414,1.28426379225591,NaN,11.855811934371,36.1250525025993,NaN
2025-07-08 21:39:00,2025-07-08 21:39:29,42.3045939132557,-69.6695179801486,1.55937605341067,NaN,17.2555574980754,34.4178193441828,NaN
2025-07-08 21:40:00,2025-07-08 21:40:29,42.3039142398813,-69.6720411209451,2.1419418249222,NaN,19.6569417091192,33.3775210554424,NaN
2025-07-08 21:41:00,2025-07-08 21:41:29,42.3016654204757,-69.6694045293486,2.31410694851049,NaN,15.9576116711999,33.5714898575566,NaN
2025-07-08 21:42:00,2025-07-08 21:42:29,42.3020601606185,-69.670029973037,2.19174769113952,NaN,11.179297567272,35.007931908273,NaN
2025-07-08 21:43:00,2025-07-08 21:43:29,42.3042587795283,-69.668868382464,1.91613969093048,NaN,11.109968669577,36.579928066505,NaN
2025-07-08 21:44:00,2025-07-08 21:44:29,42.3040866635748,-69.6701070078944,1.2840711855573,NaN,15.9986428741009,37.1367829669101,NaN
2025-07-08 21:45:00,2025-07-08 21:45:29,42.3040350977988,-69.6724655887732,0.988457375277355,NaN,19.621499015128,36.2132241326872,NaN
2025-07-08 21:46:00,2025-07-08 21:46:29,42.3031125925073,-69.6719822385425,0.779378907104895,NaN,17.1887671841737,34.4378676215817,NaN
2025-07-08 21:47:00,2025-07-08 21:47:29,42.3005400629934,-69.675659845707,0.801568272866426,NaN,11.7904784391346,33.2917060354592,NaN
2025-07-08 21:48:00,2025-07-08 21:48:29,42.29954360845,-69.6771754562808,1.04276343969584,NaN,10.65007455638,33.6147238502687,NaN
2025-07-08 21:49:00,2025-07-08 21:49:29,42.2957906750023,-69.6775384483858,1.51245240970865,NaN,14.7194470095403,35.1170719120847,NaN
2025-07-08 21:50:00,2025-07-08 21:50:29,42.2957438881101,-69.6765409087751,1.97391749978025,NaN,19.4050712724586,36.6801213404489,NaN
2025-07-08 21:51:00,2025-07-08 21:51:29,42.2940850802477,-69.6722657307997,2.28674698432122,NaN,18.2407333034756,37.0879391794534,NaN
2025-07-08 21:52:00,2025-07-08 21:52:29,42.2939096303603,-69.669622095212,2.36949841203054,NaN,12.9407870059248,36.0575473885888,NaN
2025-07-08 21:53:00,2025-07-08 21:53:29,42.2933633145005,-69.6723345331951,2.08562668812754,NaN,10.2594636633046,34.2554918097034,NaN
2025-07-08 21:54:00,2025-07-08 21:54:29,42.2951237299159,-69.6730982398391,1.50778042260018,NaN,13.6258679004293,33.2433280450228,NaN
2025-07-08 21:55:00,2025-07-08 21:55:29,42.2988815713253,-69.6785815944992,1.16873379984694,NaN,18.6200065981844,33.7604895690856,NaN
2025-07-08 21:56:00,2025-07-08 21:56:29,42.2993493462737,-69.677278263313,0.803995490123667,NaN,19.0871721490637,35.2360404511165,NaN
2025-07-08 21:57:00,2025-07-08 21:57:29,42.3017850636069,-69.6769343615744,0.710901841835968,NaN,14.3337357224098,36.5989379480704,NaN
2025-07-08 21:58:00,2025-07-08 21:58:29,42.3033039594208,-69.6753688701761,0.866996753663933,NaN,10.5155365415935,37.0433621979899,NaN
2025-07-08 21:59:00,2025-07-08 21:59:29,42.3030123861387,-69.6736453758846,1.32047709357876,NaN,12.3447437737781,35.941013577899,NaN
2025-07-08 22:00:00,2025-07-08 22:00:29,42.3051212123039,-69.6738048694682,1.67113834897063,NaN,17.6218749199981,34.3930644658519,NaN
2025-07-08 22:01:00,2025-07-08 22:01:29,42.3059964354039,-69.6780295277996,2.05041360118173,NaN,19.618358453976,33.2649162508928,NaN
2025-07-08 22:02:00,2025-07-08 22:02:29,42.3052997946137,-69.6769404654479,2.30861039484296,NaN,15.6383091964764,33.6346171295961,NaN
2025-07-08 22:03:00,2025-07-08 22:03:29,42.3079531265161,-69.6735544133445,2.10733836553995,NaN,10.8672536203544,35.1345716896243,NaN
2025-07-08 22:04:00,2025-07-08 22:04:29,42.3096002847069,-69.6734453482295,1.81976301889396,NaN,11.3057899266475,36.6970518984634,NaN
2025-07-08 22:05:00,2025-07-08 22:05:29,42.308408476793,-69.6710869579089,1.31737552567596,NaN,16.3276659451831,37.1172739836423,NaN
2025-07-08 22:06:00,2025-07-08 22:06:29,42.3084980646083,-69.6717656317902,0.908211570409487,NaN,19.6301316912856,36.0041664676945,NaN
2025-07-08 22:07:00,2025-07-08 22:07:29,42.305508936254,-69.6705546452968,0.731140475497101,NaN,16.9882277221655,34.3678599385629,NaN
2025-07-08 22:08:00,2025-07-08 22:08:29,42.3044591511132,-69.6685884909626,0.734076183847961,NaN,11.8184958686744,33.2432781113308,NaN
2025-07-08 22:09:00,2025-07-08 22:09:29,42.3047791481507,-69.6719176212137,1.13360905694738,NaN,10.6728669714521,33.6453524129438,NaN
2025-07-08 22:10:00,2025-07-08 22:10:29,42.3066835306255,-69.6737596568529,1.53288310396283,NaN,15.0512462412994,35.2029205835038,NaN
2025-07-08 22:11:00,2025-07-08 22:11:29,42.3049693053311,-69.6747013658971,1.90299281452899,NaN,19.4116274205288,36.7753622608485,NaN
2025-07-08 22:12:00,2025-07-08 22:12:29,42.3046627341773,-69.6749605144489,2.16034673598542,NaN,18.0271280782082,37.141335114403,NaN
2025-07-08 22:13:00,2025-07-08 22:13:29,42.3041570681429,-69.6747389006857,2.36357206812881,NaN,12.8628185377669,36.0190004085398,NaN
2025-07-08 22:14:00,2025-07-08 22:14:29,42.3048755293353,-69.6718023053701,2.05386079226836,NaN,10.4014108348826,34.1731938935391,NaN
2025-07-08 22:15:00,2025-07-08 22:15:29,42.3048355129214,-69.6682359767667,1.655156579491,NaN,13.8926669025589,33.3122488694604,NaN
2025-07-08 22:16:00,2025-07-08 22:16:29,42.3032014658938,-69.6694441704617,1.01882712688476,NaN,18.8409704424465,33.7460066556183,NaN
2025-07-08 22:17:00,2025-07-08 22:17:29,42.301407720258,-69.6685364987054,0.752676737383551,NaN,18.9550857370778,35.2709017001992,NaN
2025-07-08 22:18:00,2025-07-08 22:18:29,42.3002006267648,-69.6676478002426,0.73354487383708,NaN,14.0909453871208,36.7484396793818,NaN
2025-07-08 22:19:00,2025-07-08 22:19:29,42.2975552033082,-69.6662250414872,0.904150537809923,NaN,10.4417138939911,36.9555206848625,NaN
2025-07-08 22:20:00,2025-07-08 22:20:29,42.2968219385779,-69.6635083663758,1.2525255302967,NaN,12.4659193421644,35.8855290388327,NaN
2025-07-08 22:21:00,2025-07-08 22:21:29,42.2958446520761,-69.6644906585078,1.74350816242926,NaN,17.8476754885262,34.3504126443446,NaN
2025-07-08 22:22:00,2025-07-08 22:22:29,42.2947193644437,-69.6643829987948,2.09403410343931,NaN,19.4943464352215,33.3676699224322,NaN
2025-07-08 22:23:00,2025-07-08 22:23:29,42.2960788585151,-69.6665184231404,2.33304526929308,NaN,15.5054361772097,33.7224134399773,NaN
2025-07-08 22:24:00,2025-07-08 22:24:29,42.295363354064,-69.6683092605632,2.16418626384762,NaN,10.6774143003101,35.231439766324,NaN
2025-07-08 22:25:00,2025-07-08 22:25:29,42.2960517606574,-69.6684580532059,1.81795602175642,NaN,11.442027853331,36.7400339554269,NaN
2025-07-08 22:26:00,2025-07-08 22:26:29,42.2978220362307,-69.6705788241196,1.35633975786414,NaN,16.9342536913713,37.0666283242998,NaN
2025-07-08 22:27:00,2025-07-08 22:27:29,42.2962090284282,-69.6719880547566,0.970440644684983,NaN,19.7287037152072,35.9216619579641,NaN
2025-07-08 22:28:00,2025-07-08 22:28:29,42.2948278250642,-69.6752564222056,0.723174488970524,NaN,16.6365710298531,34.2691852325482,NaN
2025-07-08 22:29:00,2025-07-08 22:29:29,42.2945156643532,-69.6769859567889,0.774417560294749,NaN,11.4891788570504,33.2041017075745,NaN
2025-07-08 22:30:00,2025-07-08 22:30:29,42.2938797325072,-69.6760832664956,1.12318922435634,NaN,10.6693309383639,33.7402529801259,NaN
2025-07-08 22:31:00,2025-07-08 22:31:29,42.2929757788727,-69.6731441341974,1.54909192322929,NaN,15.3107055222302,35.3086169434875,NaN
2025-07-08 22:32:00,2025-07-08 22:32:29,42.2914479006534,-69.6715913686733,1.98934205120457,NaN,19.4187520756524,36.8102914907289,NaN
2025-07-08 22:33:00,2025-07-08 22:33:29,42.2918456563755,-69.6735824029996,2.30801994400153,NaN,17.9361468923796,37.0212257003025,NaN
2025-07-08 22:34:00,2025-07-08 22:34:29,42.2914962047198,-69.6741870335122,2.25235777497296,NaN,12.5767400691653,35.7545502597529,NaN
2025-07-08 22:35:00,2025-07-08 22:35:29,42.2909990556684,-69.6714171837125,2.02617736787335,NaN,10.506629922199,34.1756685674062,NaN
2025-07-08 22:36:00,2025-07-08 22:36:29,42.2903868971661,-69.6690209627156,1.50257971958376,NaN,14.0183087687915,33.2795924383004,NaN
2025-07-08 22:37:00,2025-07-08 22:37:23,42.3786559900057,-69.598477570263,1.41143403617924,NaN,17.3273305963019,34.3168792009643,NaN
2025-07-08 22:38:00,2025-07-08 22:38:14,42.4989173410525,-69.4994012707022,1.86405169742397,NaN,18.623592162523,36.417699048263,NaN
