COM,SensorID,DateTime,Temperature,Salinity,VbiasPos,Vrse,Vrse_std,Vk,Vk_std,Ik,Ib
COM3,GliderFET012,2025-06-18 15:57,12.5107,33.774,3.58,-0.441824,1.8e-05,-0.50998,3.3e-05,35.92,0.026
COM4,GliderFET004,2025-06-18 15:57,12.5107,33.774,3.54,-0.837288,2.7e-05,-0.876426,8e-06,1.16,-0.03
COM3,GliderFET012,2025-06-18 15:58,12.605,33.7733,3.58,-0.441683,1.9e-05,-0.509863,2.4e-05,35.53,0.041
COM4,GliderFET004,2025-06-18 15:58,12.605,33.7733,3.54,-0.8373,1.8e-05,-0.876451,9e-06,4.17,-0.035
COM3,GliderFET012,2025-06-18 15:59,12.5881,33.7729,3.58,-0.441694,2.1e-05,-0.509866,2.7e-05,33.35,0.034
COM4,GliderFET004,2025-06-18 15:59,12.5881,33.7729,3.54,-0.837286,1.9e-05,-0.876451,4e-06,1.58,-0.023
COM3,GliderFET012,2025-06-18 16:00,12.6022,33.7724,3.58,-0.44165,1.2e-05,-0.509837,1.7e-05,35.06,0.046
COM4,GliderFET004,2025-06-18 16:00,12.6022,33.7724,3.54,-0.837317,2.4e-05,-0.876459,8e-06,3.11,-0.025
COM3,GliderFET012,2025-06-18 16:01,12.6022,33.773,3.58,-0.441672,1.6e-05,-0.509859,1.9e-05,34.88,0.057
COM4,GliderFET004,2025-06-18 16:01,12.6022,33.773,3.54,-0.837294,1.6e-05,-0.876463,4e-06,-1.76,-0.028
COM3,GliderFET012,2025-06-18 16:02,12.5698,33.7725,3.58,-0.441697,2.6e-05,-0.509867,2.1e-05,35.25,0.042
COM4,GliderFET004,2025-06-18 16:02,12.5698,33.7725,3.54,-0.837298,1.4e-05,-0.876472,1.6e-05,-0.65,-0.034
COM3,GliderFET012,2025-06-18 16:03,12.5548,33.7737,3.58,-0.441757,9e-06,-0.509925,2e-05,35.34,0.064
COM4,GliderFET004,2025-06-18 16:03,12.5548,33.7737,3.54,-0.837273,1.1e-05,-0.87645,5e-06,-0.37,-0.027
COM3,GliderFET012,2025-06-18 16:04,12.6212,33.7722,3.58,-0.441615,2.2e-05,-0.509829,1.3e-05,35.79,0.054
COM4,GliderFET004,2025-06-18 16:04,12.6212,33.7722,3.54,-0.837266,2e-05,-0.876463,1.2e-05,1.2,-0.035
COM3,GliderFET012,2025-06-18 16:05,12.5685,33.7729,3.58,-0.441684,1.3e-05,-0.509881,2.1e-05,37.94,0.012
COM4,GliderFET004,2025-06-18 16:05,12.5685,33.7729,3.54,-0.837241,1.7e-05,-0.876436,1.4e-05,-0.29,-0.02
COM3,GliderFET012,2025-06-18 16:06,12.5752,33.7736,3.58,-0.441744,1.7e-05,-0.509929,3.9e-05,35.09,0.034
COM4,GliderFET004,2025-06-18 16:06,12.5752,33.7736,3.54,-0.837232,2.4e-05,-0.876424,1.3e-05,1.11,-0.036
COM3,GliderFET012,2025-06-18 16:07,12.6594,33.7731,3.58,-0.441567,1.7e-05,-0.509805,5.5e-05,35.38,0.005
COM4,GliderFET004,2025-06-18 16:07,12.6594,33.7731,3.54,-0.837223,2.2e-05,-0.876434,4e-06,-0.23,-0.032
COM3,GliderFET012,2025-06-18 16:08,12.7179,33.7711,3.58,-0.441436,2.3e-05,-0.509736,2.5e-05,34.13,0.083
COM4,GliderFET004,2025-06-18 16:08,12.7179,33.7711,3.54,-0.837196,1.8e-05,-0.876409,1.1e-05,-1.97,-0.022
COM3,GliderFET012,2025-06-18 16:09,12.6773,33.7727,3.58,-0.441496,1.8e-05,-0.509817,1.7e-05,32.83,0.072
COM4,GliderFET004,2025-06-18 16:09,12.6773,33.7727,3.54,-0.837225,2.8e-05,-0.87643,1.7e-05,0.2,-0.028
COM3,GliderFET012,2025-06-18 16:10,12.7445,33.7719,3.58,-0.441376,1.5e-05,-0.509746,1.5e-05,33.38,0.091
COM4,GliderFET004,2025-06-18 16:10,12.7445,33.7719,3.54,-0.837187,2.4e-05,-0.87641,9e-06,-0.42,-0.027
COM3,GliderFET012,2025-06-18 16:11,12.7637,33.7716,3.58,-0.441321,1.1e-05,-0.509724,2.2e-05,35.51,0.085
COM4,GliderFET004,2025-06-18 16:11,12.7637,33.7716,3.54,-0.837188,1.9e-05,-0.876423,1.8e-05,0.59,-0.022
COM3,GliderFET012,2025-06-18 16:12,12.7708,33.7714,3.58,-0.441317,1.4e-05,-0.509741,2.2e-05,35.66,0.064
COM4,GliderFET004,2025-06-18 16:12,12.7708,33.7714,3.54,-0.837181,3.5e-05,-0.876407,7e-06,-1.11,-0.024
COM3,GliderFET012,2025-06-18 16:13,12.7679,33.7715,3.58,-0.441277,1.8e-05,-0.509717,4.8e-05,34.44,0.043
COM4,GliderFET004,2025-06-18 16:13,12.7679,33.7715,3.54,-0.837183,2e-05,-0.876421,1.1e-05,-1.3,-0.026
COM3,GliderFET012,2025-06-18 16:14,12.7754,33.7717,3.58,-0.441262,1.5e-05,-0.509706,2e-05,35.04,0.056
COM4,GliderFET004,2025-06-18 16:14,12.7754,33.7717,3.54,-0.837166,2.1e-05,-0.876411,1.1e-05,0.75,-0.026
COM3,GliderFET012,2025-06-18 16:15,12.7448,33.7722,3.58,-0.44135,2.2e-05,-0.509801,6e-06,36.41,0.071
COM4,GliderFET004,2025-06-18 16:15,12.7448,33.7722,3.54,-0.837163,1.6e-05,-0.876427,1.1e-05,-0.67,-0.033
COM3,GliderFET012,2025-06-18 16:16,12.7718,33.772,3.58,-0.441293,2e-05,-0.509779,1.6e-05,33.72,0.057
COM4,GliderFET004,2025-06-18 16:16,12.7718,33.772,3.54,-0.837182,1.9e-05,-0.876474,1.3e-05,-0.54,-0.029
COM3,GliderFET012,2025-06-18 16:17,12.7345,33.7706,3.58,-0.441309,1.1e-05,-0.509783,2.7e-05,34.81,0.079
COM4,GliderFET004,2025-06-18 16:17,12.7345,33.7706,3.54,-0.837266,2.6e-05,-0.876537,1.2e-05,2.95,-0.029
COM3,GliderFET012,2025-06-18 16:18,12.7426,33.7703,3.58,-0.441225,2.4e-05,-0.50971,2.4e-05,35.51,0.068
COM4,GliderFET004,2025-06-18 16:18,12.7426,33.7703,3.54,-0.837237,3e-05,-0.876541,1.1e-05,-1.5,-0.02
COM3,GliderFET012,2025-06-18 16:19,12.7493,33.7695,3.58,-0.44119,2.4e-05,-0.509701,1.9e-05,36.87,0.063
COM4,GliderFET004,2025-06-18 16:19,12.7493,33.7695,3.54,-0.83727,1.9e-05,-0.876579,8e-06,-0.41,-0.022
COM3,GliderFET012,2025-06-18 16:20,12.7732,33.7705,3.58,-0.441189,1.2e-05,-0.509747,3.2e-05,33.79,0.049
COM4,GliderFET004,2025-06-18 16:20,12.7732,33.7705,3.54,-0.837287,1.8e-05,-0.876613,1.3e-05,-1.35,-0.027
COM3,GliderFET012,2025-06-18 16:21,12.8036,33.769,3.58,-0.441048,1.6e-05,-0.509632,5e-05,35.19,0.031
COM4,GliderFET004,2025-06-18 16:21,12.8036,33.769,3.54,-0.837253,2.5e-05,-0.876585,1.1e-05,1.97,-0.025
COM3,GliderFET012,2025-06-18 16:22,12.8292,33.7682,3.58,-0.440967,2e-05,-0.509559,1.8e-05,36.69,0.04
COM4,GliderFET004,2025-06-18 16:22,12.8292,33.7682,3.54,-0.837299,2.7e-05,-0.87664,8e-06,1.06,-0.014
COM3,GliderFET012,2025-06-18 16:23,12.8436,33.7678,3.58,-0.440928,2e-05,-0.509551,3.7e-05,36.87,0.063
COM4,GliderFET004,2025-06-18 16:23,12.8436,33.7678,3.54,-0.837319,2.3e-05,-0.876666,6e-06,2.26,-0.023
COM3,GliderFET012,2025-06-18 16:24,12.819,33.7677,3.58,-0.440946,1.7e-05,-0.509634,2.6e-05,36.46,0.075
COM4,GliderFET004,2025-06-18 16:24,12.819,33.7677,3.54,-0.837283,1.9e-05,-0.876634,7e-06,-0.23,-0.029
COM3,GliderFET012,2025-06-18 16:25,12.7516,33.7692,3.58,-0.441097,1.7e-05,-0.509738,2.3e-05,34.52,0.055
COM4,GliderFET004,2025-06-18 16:25,12.7516,33.7692,3.54,-0.83727,1.8e-05,-0.876632,1.2e-05,0.62,-0.036
COM3,GliderFET012,2025-06-18 16:26,12.7745,33.7673,3.58,-0.440942,1.8e-05,-0.509587,3.7e-05,35.97,0.043
COM4,GliderFET004,2025-06-18 16:26,12.7745,33.7673,3.54,-0.837265,3.2e-05,-0.876642,6e-06,0.24,-0.011
COM3,GliderFET012,2025-06-18 16:27,12.786,33.7664,3.58,-0.440822,1.6e-05,-0.509554,1.4e-05,36.88,0.136
COM4,GliderFET004,2025-06-18 16:27,12.786,33.7664,3.54,-0.837285,1.9e-05,-0.876678,1.3e-05,3.3,-0.025
COM3,GliderFET012,2025-06-18 16:28,12.7992,33.7655,3.58,-0.440785,2.7e-05,-0.509517,2.3e-05,35.81,0.097
COM4,GliderFET004,2025-06-18 16:28,12.7992,33.7655,3.54,-0.837307,2.2e-05,-0.876704,5e-06,-1.33,-0.031
COM3,GliderFET012,2025-06-18 16:29,12.827,33.7638,3.58,-0.440585,1.4e-05,-0.509393,2.2e-05,35.01,0.042
COM4,GliderFET004,2025-06-18 16:29,12.827,33.7638,3.54,-0.837294,2.4e-05,-0.876694,1e-05,1.01,-0.036
COM3,GliderFET012,2025-06-18 16:30,12.861,33.7615,3.58,-0.440378,2.5e-05,-0.509249,3.3e-05,34.88,0.111
COM4,GliderFET004,2025-06-18 16:30,12.861,33.7615,3.54,-0.837299,2.9e-05,-0.876704,1.6e-05,0.07,-0.023
COM3,GliderFET012,2025-06-18 16:31,12.8886,33.7612,3.58,-0.440248,1.2e-05,-0.509161,2.5e-05,35.48,0.046
COM4,GliderFET004,2025-06-18 16:31,12.8886,33.7612,3.54,-0.837273,1.8e-05,-0.876698,8e-06,-1.48,-0.033
COM3,GliderFET012,2025-06-18 16:32,12.9015,33.7604,3.58,-0.44017,2e-05,-0.509148,1.2e-05,35.24,0.054
COM4,GliderFET004,2025-06-18 16:32,12.9015,33.7604,3.54,-0.837291,1.6e-05,-0.876717,9e-06,2.43,-0.031
COM3,GliderFET012,2025-06-18 16:33,12.9052,33.7597,3.58,-0.440081,1.4e-05,-0.509101,2.2e-05,33.76,0.032
COM4,GliderFET004,2025-06-18 16:33,12.9052,33.7597,3.54,-0.83726,2.9e-05,-0.876697,1e-05,0.23,-0.02
COM3,GliderFET012,2025-06-18 16:34,12.9043,33.7593,3.58,-0.440022,1.6e-05,-0.509086,1.3e-05,34.8,0.043
COM4,GliderFET004,2025-06-18 16:34,12.9043,33.7593,3.54,-0.83723,2.3e-05,-0.876678,1.1e-05,1.89,-0.026
COM3,GliderFET012,2025-06-18 16:35,12.8966,33.759,3.58,-0.440029,1e-05,-0.509126,1.1e-05,36.96,0.05
COM4,GliderFET004,2025-06-18 16:35,12.8966,33.759,3.54,-0.837237,2.9e-05,-0.876695,4e-06,0.63,-0.026
COM3,GliderFET012,2025-06-18 16:36,12.9137,33.7566,3.58,-0.439836,1.5e-05,-0.508963,2.7e-05,32.24,0.033
COM4,GliderFET004,2025-06-18 16:36,12.9137,33.7566,3.54,-0.837204,1.9e-05,-0.876684,1.4e-05,-1.37,-0.037
COM3,GliderFET012,2025-06-18 16:37,12.9315,33.7546,3.58,-0.439645,2.1e-05,-0.508853,4e-05,35.45,0.109
COM4,GliderFET004,2025-06-18 16:37,12.9315,33.7546,3.54,-0.83723,2.4e-05,-0.876716,8e-06,1.43,-0.025
COM3,GliderFET012,2025-06-18 16:38,12.9379,33.7542,3.58,-0.439523,1.7e-05,-0.50881,1.4e-05,37.34,0.003
COM4,GliderFET004,2025-06-18 16:38,12.9379,33.7542,3.54,-0.837198,2.7e-05,-0.87671,2.1e-05,0.02,-0.024
COM3,GliderFET012,2025-06-18 16:39,12.945,33.7532,3.58,-0.439431,3.4e-05,-0.508773,3.1e-05,36.3,0.112
COM4,GliderFET004,2025-06-18 16:39,12.945,33.7532,3.54,-0.837156,2.7e-05,-0.876688,7e-06,-0.55,-0.031
COM3,GliderFET012,2025-06-18 16:40,12.954,33.7523,3.58,-0.439328,1.9e-05,-0.508702,2.2e-05,33.54,0.114
COM4,GliderFET004,2025-06-18 16:40,12.954,33.7523,3.54,-0.83714,2.3e-05,-0.876693,1.3e-05,0.15,-0.032
COM3,GliderFET012,2025-06-18 16:41,12.9586,33.7515,3.58,-0.439251,1.9e-05,-0.508669,4.2e-05,35.47,0.092
COM4,GliderFET004,2025-06-18 16:41,12.9586,33.7515,3.54,-0.837077,1.5e-05,-0.876642,6e-06,1.22,-0.029
COM3,GliderFET012,2025-06-18 16:42,12.9635,33.7513,3.58,-0.439199,1.5e-05,-0.508653,6e-05,36.18,0.077
COM4,GliderFET004,2025-06-18 16:42,12.9635,33.7513,3.54,-0.837029,2.3e-05,-0.876593,7e-06,0.03,-0.031
COM3,GliderFET012,2025-06-18 16:43,12.9645,33.7512,3.58,-0.439198,1.2e-05,-0.508714,2.7e-05,36.59,0.066
COM4,GliderFET004,2025-06-18 16:43,12.9645,33.7512,3.54,-0.836984,1.9e-05,-0.876583,1.4e-05,0.59,-0.027
COM3,GliderFET012,2025-06-18 16:44,12.9737,33.7509,3.58,-0.439158,2.4e-05,-0.508684,5.2e-05,36.83,0.018
COM4,GliderFET004,2025-06-18 16:44,12.9737,33.7509,3.54,-0.836973,3e-05,-0.876591,6e-06,0.34,-0.041
COM3,GliderFET012,2025-06-18 16:45,12.9713,33.7514,3.58,-0.439146,1.6e-05,-0.50871,1.6e-05,35.97,0.05
COM4,GliderFET004,2025-06-18 16:45,12.9713,33.7514,3.54,-0.836889,2.6e-05,-0.876531,1e-05,0.52,-0.015
COM3,GliderFET012,2025-06-18 16:46,12.9738,33.7516,3.58,-0.439174,2.3e-05,-0.508728,2.7e-05,36.82,0.031
COM4,GliderFET004,2025-06-18 16:46,12.9738,33.7516,3.54,-0.836878,2.3e-05,-0.87652,1.2e-05,2.28,-0.027
COM3,GliderFET012,2025-06-18 16:47,12.9862,33.75,3.58,-0.439094,1.7e-05,-0.508719,1.4e-05,36.02,0.097
COM4,GliderFET004,2025-06-18 16:47,12.9862,33.75,3.54,-0.836841,2.4e-05,-0.876513,9e-06,0.33,-0.032
COM3,GliderFET012,2025-06-18 16:48,12.9917,33.7496,3.58,-0.439016,1.8e-05,-0.508697,2.2e-05,36.25,0.075
COM4,GliderFET004,2025-06-18 16:48,12.9917,33.7496,3.54,-0.836743,2e-05,-0.87644,9e-06,-1.35,-0.029
COM3,GliderFET012,2025-06-18 16:49,12.9958,33.7494,3.58,-0.438986,2.5e-05,-0.508708,1.6e-05,34.16,0.059
COM4,GliderFET004,2025-06-18 16:49,12.9958,33.7494,3.54,-0.836681,1.9e-05,-0.876395,1.1e-05,1.14,-0.025
COM3,GliderFET012,2025-06-18 16:50,12.9979,33.7489,3.58,-0.438898,1.6e-05,-0.508679,1.7e-05,35.66,0.034
COM4,GliderFET004,2025-06-18 16:50,12.9979,33.7489,3.54,-0.836644,1.6e-05,-0.876377,7e-06,-1.06,-0.025
COM3,GliderFET012,2025-06-18 16:51,13.0039,33.7484,3.58,-0.438868,1.8e-05,-0.508668,1.8e-05,36.28,0.054
COM4,GliderFET004,2025-06-18 16:51,13.0039,33.7484,3.54,-0.836599,2.1e-05,-0.876348,1.8e-05,-1.58,-0.027
COM3,GliderFET012,2025-06-18 16:52,13.0095,33.7481,3.58,-0.438813,2.4e-05,-0.508674,3.8e-05,34.99,0.066
COM4,GliderFET004,2025-06-18 16:52,13.0095,33.7481,3.54,-0.83653,2.8e-05,-0.876286,5e-06,2.47,-0.023
COM3,GliderFET012,2025-06-18 16:53,13.016,33.7474,3.58,-0.438779,1e-05,-0.508649,4.4e-05,37.87,0.019
COM4,GliderFET004,2025-06-18 16:53,13.016,33.7474,3.54,-0.836468,2.1e-05,-0.876236,1e-05,2.46,-0.024
COM3,GliderFET012,2025-06-18 16:54,13.0159,33.7474,3.58,-0.438772,2e-05,-0.508655,1.5e-05,34.93,0.045
COM4,GliderFET004,2025-06-18 16:54,13.0159,33.7474,3.54,-0.836412,2.5e-05,-0.8762,8e-06,-1.12,-0.031
COM3,GliderFET012,2025-06-18 16:55,13.0267,33.746,3.58,-0.438665,2.8e-05,-0.508616,3.5e-05,37.14,0.053
COM4,GliderFET004,2025-06-18 16:55,13.0267,33.746,3.54,-0.836356,2.4e-05,-0.876137,1.4e-05,-1.9,-0.025
COM3,GliderFET012,2025-06-18 16:56,13.0409,33.7451,3.58,-0.438562,2e-05,-0.508575,1.1e-05,35.27,0.05
COM4,GliderFET004,2025-06-18 16:56,13.0409,33.7451,3.54,-0.836289,2.3e-05,-0.876085,1.3e-05,0.03,-0.03
COM3,GliderFET012,2025-06-18 16:57,13.0423,33.745,3.58,-0.438547,1.8e-05,-0.508586,3e-05,33.53,0.008
COM4,GliderFET004,2025-06-18 16:57,13.0423,33.745,3.54,-0.836268,1.9e-05,-0.876073,7e-06,-1.46,-0.019
COM3,GliderFET012,2025-06-18 16:58,13.0511,33.7441,3.58,-0.438482,2.2e-05,-0.508562,2.6e-05,36.74,0.021
COM4,GliderFET004,2025-06-18 16:58,13.0511,33.7441,3.54,-0.836184,1.8e-05,-0.876019,1.2e-05,1.77,-0.031
COM3,GliderFET012,2025-06-18 16:59,13.0606,33.7434,3.58,-0.438584,2.1e-05,-0.508562,5.2e-05,42.02,0.121
COM4,GliderFET004,2025-06-18 16:59,13.0606,33.7434,3.54,-0.836146,3.1e-05,-0.875993,1.3e-05,3.47,-0.03
COM3,GliderFET012,2025-06-18 17:00,13.0656,33.7429,3.58,-0.438552,1.6e-05,-0.508469,4.1e-05,42.14,0.061
COM4,GliderFET004,2025-06-18 17:00,13.0656,33.7429,3.54,-0.83609,2.3e-05,-0.875955,1.1e-05,1.01,-0.02
COM3,GliderFET012,2025-06-18 17:01,13.0726,33.7423,3.58,-0.438488,1.4e-05,-0.508286,2.1e-05,43.05,0.062
COM4,GliderFET004,2025-06-18 17:01,13.0726,33.7423,3.54,-0.836057,2.1e-05,-0.875943,1.3e-05,1.46,-0.024
COM3,GliderFET012,2025-06-18 17:02,13.0927,33.74,3.58,-0.438487,2.1e-05,-0.508286,2.6e-05,44.6,0.065
COM4,GliderFET004,2025-06-18 17:02,13.0927,33.74,3.54,-0.836038,1.8e-05,-0.875933,1e-05,-0.68,-0.029
COM3,GliderFET012,2025-06-18 17:03,13.103,33.7391,3.58,-0.438532,2.3e-05,-0.508238,4.4e-05,42.15,0.06
COM4,GliderFET004,2025-06-18 17:03,13.103,33.7391,3.54,-0.836046,2.7e-05,-0.875983,9e-06,-0.63,-0.029
COM3,GliderFET012,2025-06-18 17:04,13.1074,33.7389,3.58,-0.438561,2.6e-05,-0.508155,3.5e-05,43.15,0.01
COM4,GliderFET004,2025-06-18 17:04,13.1074,33.7389,3.54,-0.835976,1.9e-05,-0.87591,8e-06,-0.91,-0.03
COM3,GliderFET012,2025-06-18 17:05,13.1079,33.7393,3.58,-0.438571,2.2e-05,-0.508118,8e-06,43.68,0.067
COM4,GliderFET004,2025-06-18 17:05,13.1079,33.7393,3.54,-0.835965,2.1e-05,-0.875921,1.2e-05,-2.33,-0.025
COM3,GliderFET012,2025-06-18 17:07,13.1157,33.7381,3.58,-0.438543,2.5e-05,-0.507907,4.5e-05,42.5,0.148
COM4,GliderFET004,2025-06-18 17:07,13.1157,33.7381,3.54,-0.835891,2.3e-05,-0.875878,4e-06,2.8,-0.022
COM3,GliderFET012,2025-06-18 17:08,13.1202,33.7384,3.58,-0.438545,2.6e-05,-0.507831,1.7e-05,43.59,0.068
COM4,GliderFET004,2025-06-18 17:08,13.1202,33.7384,3.54,-0.835817,2.8e-05,-0.87584,1.1e-05,2.34,-0.029
COM3,GliderFET012,2025-06-18 17:10,13.1339,33.7365,3.58,-0.438528,2.3e-05,-0.507644,5.3e-05,44.99,0.06
COM4,GliderFET004,2025-06-18 17:10,13.1339,33.7365,3.54,-0.835737,2.5e-05,-0.875778,1.2e-05,-1.95,-0.029
COM3,GliderFET012,2025-06-18 17:11,13.1257,33.7379,3.58,-0.438524,2.9e-05,-0.507528,2.7e-05,43.38,0.103
COM4,GliderFET004,2025-06-18 17:11,13.1257,33.7379,3.54,-0.835714,2.8e-05,-0.875782,9e-06,0.33,-0.027
COM3,GliderFET012,2025-06-18 17:12,13.1245,33.738,3.58,-0.438517,1.1e-05,-0.507445,2.9e-05,46.09,0.1
COM4,GliderFET004,2025-06-18 17:12,13.1245,33.738,3.54,-0.835621,2.1e-05,-0.875697,1.4e-05,2.8,-0.023
COM3,GliderFET012,2025-06-18 17:13,13.1302,33.7374,3.58,-0.438555,2.3e-05,-0.507369,2.8e-05,41.62,0.045
COM4,GliderFET004,2025-06-18 17:13,13.1302,33.7374,3.54,-0.835591,2.2e-05,-0.875692,1.5e-05,0.26,-0.026
COM3,GliderFET012,2025-06-18 17:14,13.1382,33.7366,3.58,-0.438529,2.4e-05,-0.507245,2.6e-05,43.91,0.028
